,x,y,target
0,-26.29404640197754,32.27540588378906,0.0
1,-42.61727523803711,-16.652790069580078,0.0
2,-8.753877639770508,43.46402359008789,0.0
3,-45.55599594116211,-21.593475341796875,0.0
4,-7.659955024719238,57.55741500854492,0.0
5,2.122946262359619,53.337520599365234,1.0
6,53.92112731933594,-27.867691040039062,0.0
7,28.253597259521484,26.77012062072754,1.0
8,-12.856404304504395,35.230377197265625,1.0
9,-23.393993377685547,1.6614981889724731,0.0
10,21.207050323486328,30.025299072265625,1.0
11,-5.918347358703613,44.3157958984375,0.0
12,-48.10035705566406,-18.118581771850586,0.0
13,34.84108352661133,-17.715431213378906,0.0
14,-9.415555000305176,30.616727828979492,0.0
15,-7.433856010437012,52.52904510498047,0.0
16,-2.4726333618164062,-49.96731185913086,0.0
17,21.875347137451172,40.94463348388672,1.0
18,57.93257141113281,3.028470754623413,0.0
19,11.85875415802002,30.21254539489746,1.0
20,4.171226501464844,49.517608642578125,0.0
21,-55.72282791137695,-25.947538375854492,0.0
22,-50.280643463134766,-18.521303176879883,0.0
23,-4.97697114944458,-18.036855697631836,0.0
24,-6.225005626678467,40.3794059753418,0.0
25,0.10483518987894058,34.788917541503906,0.0
26,-50.61655807495117,-7.9481096267700195,0.0
27,-25.53677749633789,3.560647487640381,0.0
28,0.3506128191947937,-44.65275955200195,0.0
29,44.29517364501953,-22.257837295532227,0.0
30,-6.134302139282227,-45.684852600097656,0.0
31,-13.113740921020508,32.844425201416016,1.0
32,-54.853782653808594,-12.897031784057617,0.0
33,15.874445915222168,28.33315086364746,0.0
34,1.9886879920959473,-47.55803680419922,0.0
35,15.15779972076416,19.511558532714844,0.0
36,46.67184829711914,-16.640647888183594,0.0
37,9.303465843200684,52.920738220214844,0.0
38,-24.598159790039062,4.092970371246338,1.0
39,34.90934371948242,-30.078092575073242,0.0
40,-12.845176696777344,24.5401611328125,0.0
41,-7.712774753570557,53.22850036621094,0.0
42,-47.72751998901367,-24.983409881591797,0.0
43,44.18325424194336,-22.6546573638916,0.0
44,46.93014144897461,-12.698516845703125,0.0
45,-60.49201583862305,-10.25912857055664,0.0
