,x,y,target
0,-2.290114402770996,2.450108051300049,1.0
1,4.016824722290039,5.114319324493408,-1.0
2,9.881194114685059,2.409630537033081,-1.0
3,-2.75892972946167,10.04692554473877,-1.0
4,7.331904411315918,6.1016740798950195,-1.0
5,17.771455764770508,-9.644264221191406,1.0
6,-7.782233238220215,7.225520133972168,1.0
7,7.314462661743164,-18.204267501831055,1.0
8,-3.4285385608673096,-3.376415491104126,1.0
9,-3.830950975418091,2.4432687759399414,-1.0
10,-3.003293037414551,15.778142929077148,1.0
11,11.634032249450684,-1.2931002378463745,-1.0
12,-9.985297203063965,5.598844051361084,-1.0
13,9.212363243103027,-2.6403818130493164,-1.0
14,12.383891105651855,4.4486494064331055,-1.0
15,-5.99326753616333,-4.944581508636475,-1.0
16,-6.790553569793701,-7.5529351234436035,-1.0
17,0.7698284387588501,2.50517201423645,-1.0
18,1.587616205215454,2.9172139167785645,-1.0
19,-1.133455753326416,-9.559389114379883,-1.0
20,-1.4236351251602173,1.0089534521102905,-1.0
21,-13.638984680175781,0.3503347337245941,1.0
22,-4.949538707733154,9.745362281799316,1.0
23,8.316875457763672,-9.231834411621094,1.0
24,2.8298099040985107,-6.8003926277160645,1.0
25,-11.877374649047852,-4.86482572555542,-1.0
26,4.8098464012146,-10.11630630493164,1.0
27,19.255367279052734,-2.2248971462249756,-1.0
28,7.817712306976318,10.097030639648438,1.0
29,-8.126640319824219,2.8706212043762207,-1.0
30,-14.513514518737793,-6.130131244659424,-1.0
31,-7.723062515258789,13.106940269470215,-1.0
32,3.0439460277557373,-4.872978210449219,1.0
33,-3.8408215045928955,18.464536666870117,1.0
34,-7.1720709800720215,-11.802884101867676,-1.0
35,9.18971061706543,-1.1017860174179077,-1.0
36,13.213706016540527,-8.168530464172363,-1.0
37,9.034287452697754,-5.338284015655518,-1.0
38,7.818136692047119,-4.381934642791748,-1.0
39,-2.9982423782348633,-5.902385711669922,1.0
40,-0.262961208820343,1.3005849123001099,1.0
41,3.907763719558716,-0.1985519379377365,1.0
42,6.652331829071045,-2.7408199310302734,1.0
43,-10.65291690826416,-0.10522329807281494,1.0
44,5.040407180786133,4.441164493560791,-1.0
45,-2.724475622177124,0.7146099209785461,-1.0
46,-6.867481708526611,-2.9630637168884277,1.0
47,7.992744445800781,2.164767026901245,-1.0
48,-3.862074375152588,1.149872064590454,-1.0
49,-7.754832744598389,2.7732675075531006,-1.0
50,-4.468389511108398,5.97189998626709,-1.0
51,-0.5673806667327881,-6.108565807342529,-1.0
52,4.298776626586914,-11.00622844696045,1.0
53,5.438698768615723,-3.2833058834075928,-1.0
54,13.521750450134277,-1.9421848058700562,-1.0
55,13.805561065673828,-5.569100379943848,-1.0
56,11.019139289855957,-1.4285215139389038,-1.0
57,-8.338871002197266,1.0376368761062622,-1.0
58,10.972518920898438,1.5847870111465454,1.0
59,-4.822815418243408,0.8855204582214355,-1.0
60,-3.7351226806640625,8.229341506958008,-1.0
61,-3.641479015350342,5.958693981170654,1.0
62,11.63373851776123,-0.2844640910625458,-1.0
63,15.561498641967773,-9.7072172164917,1.0
64,-9.368221282958984,3.3565845489501953,-1.0
65,-9.933334350585938,12.058570861816406,1.0
66,-0.08131400495767593,-8.555152893066406,-1.0
67,20.280689239501953,3.2221896648406982,-1.0
68,5.416459083557129,-18.91952896118164,1.0
69,2.5171046257019043,10.982502937316895,1.0
70,-3.2154016494750977,-6.981401443481445,-1.0
71,13.913802146911621,14.390157699584961,-1.0
72,-2.8065226078033447,-12.0493803024292,1.0
73,-11.429054260253906,-7.6590776443481445,1.0
74,2.4353151321411133,1.922766089439392,1.0
75,-5.9058990478515625,-13.268436431884766,1.0
76,-4.151124000549316,-14.669135093688965,1.0
77,10.894003868103027,6.712686538696289,1.0
78,-10.1495361328125,2.2687134742736816,1.0
79,-17.461942672729492,1.0176790952682495,1.0
80,-8.202473640441895,-17.468463897705078,-1.0
81,0.3261462152004242,7.926712989807129,1.0
82,7.155737400054932,-3.522890567779541,1.0
83,13.448834419250488,11.758683204650879,1.0
84,-10.080368041992188,-4.6070709228515625,-1.0
85,6.296937465667725,0.9214929938316345,-1.0
86,0.7574725151062012,2.6967272758483887,1.0
87,14.225057601928711,-0.33493703603744507,1.0
88,8.570239067077637,-11.06495189666748,-1.0
89,7.753781318664551,-8.220515251159668,-1.0
90,2.334155797958374,8.436423301696777,1.0
91,-6.151859760284424,6.489124298095703,-1.0
92,8.226146697998047,7.558784484863281,-1.0
93,-4.643677234649658,-12.593706130981445,1.0
94,3.9255380630493164,11.727953910827637,-1.0
95,14.80087947845459,9.370189666748047,-1.0
