,x,y,target
0,13.105859756469727,-10.067065238952637,1.0
1,6.630631446838379,18.837390899658203,1.0
2,3.1054489612579346,-6.574190139770508,-1.0
3,-11.164814949035645,18.941362380981445,-1.0
4,-15.952781677246094,9.602988243103027,-1.0
5,-14.13476276397705,-18.5997257232666,-1.0
6,-2.421052932739258,18.24738121032715,-1.0
7,-17.555356979370117,18.414247512817383,1.0
8,2.8753983974456787,21.6575984954834,-1.0
9,-3.0714271068573,16.08404541015625,1.0
10,-12.065452575683594,-1.38048255443573,1.0
11,-5.823658466339111,-17.18043327331543,-1.0
12,6.041813373565674,-4.945897579193115,1.0
13,-9.196834564208984,20.97568702697754,-1.0
14,6.586931228637695,9.421183586120605,1.0
15,16.927663803100586,-3.7066516876220703,-1.0
16,10.256677627563477,20.4583683013916,1.0
17,20.65079689025879,12.156055450439453,1.0
18,1.2866196632385254,11.57374095916748,-1.0
19,6.935420036315918,24.073143005371094,-1.0
20,-6.216413974761963,-23.17133140563965,1.0
21,-11.283418655395508,4.742944717407227,1.0
22,-8.341525077819824,-3.9116711616516113,-1.0
23,-9.196578979492188,15.005157470703125,-1.0
24,9.964445114135742,-16.31344223022461,1.0
25,14.042708396911621,25.615373611450195,1.0
26,-4.2659077644348145,12.974420547485352,-1.0
27,-6.850225925445557,25.216264724731445,-1.0
28,9.439632415771484,-2.5814809799194336,-1.0
29,7.0725626945495605,19.483806610107422,-1.0
30,-28.40841293334961,6.162284851074219,1.0
31,-6.116900444030762,0.7422599196434021,-1.0
32,-21.376359939575195,7.614388465881348,1.0
33,5.777857303619385,9.825990676879883,1.0
34,12.186442375183105,-0.7887105941772461,-1.0
35,26.822969436645508,19.781360626220703,1.0
36,-2.692723274230957,6.725024700164795,-1.0
37,-3.4179627895355225,-29.564992904663086,1.0
38,-4.7513041496276855,10.012324333190918,-1.0
39,20.99702262878418,1.008935570716858,-1.0
40,-19.977659225463867,21.05158042907715,1.0
41,-20.64809799194336,-18.777761459350586,-1.0
42,2.752331256866455,-6.068424701690674,1.0
43,-0.4364570081233978,-33.814064025878906,1.0
44,-9.888388633728027,23.04775047302246,1.0
45,23.65580177307129,-14.484208106994629,1.0
46,-1.155173659324646,17.157695770263672,1.0
47,10.715848922729492,-4.46843147277832,1.0
48,1.5917459726333618,13.013052940368652,1.0
49,-1.4231529235839844,-2.7407829761505127,-1.0
50,1.0861940383911133,8.236058235168457,1.0
51,27.10564422607422,-8.05379867553711,-1.0
52,4.364589691162109,-9.180817604064941,-1.0
53,-10.5370454788208,-0.6204068660736084,1.0
54,-19.26704216003418,-8.926348686218262,-1.0
55,15.462797164916992,13.954795837402344,-1.0
56,17.721662521362305,-5.729229927062988,-1.0
57,18.69907569885254,20.990753173828125,-1.0
